Ticker,final_score,score_basis,rating,category,price,weighted_rating,fund_rating_score,rating_cycles,rating_date,technical_score,vs50MA%,vs200MA%,RSI,VolSurge,1D%,1W%,1M%,AnnVol%,MaxDD%,AvgDollarVol,BarsFetched,RelStrength_AvgBench,RelStrength_vs_SPY,RelStrength_vs_DJI,RelStrength_vs_SPX,RelStrength_vs_IXIC,Flags,RelStrength_vs_AGG,RelStrength_vs_BND,RelStrength_vs_EFA,RelStrength_vs_VXUS,RelStrength_vs_EEM,RelStrength_vs_VNQ,RelStrength_vs_DBC,RelStrength_vs_GLD
MMCA,73.6,blended,Hold,equity_us,20.93,5.0,100.0,3yr,2026-08-31,67,-0.6,-1.9,50.7,2.31,-0.3,-0.5,-2.9,5.3,-5.9,521585.0,2384,0.3,0.3,1.5,0.0,-0.6,"Downtrend, VolumeSurge, MACD+, BeatingAvgBench, LowLiquidity",,,,,,,,
FLRT,72.8,blended,Hold,equity_us,46.85,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,71,0.1,0.1,61.3,2.52,0.1,0.2,-0.0,2.9,-4.6,6691381.0,5075,1.0,0.9,2.2,0.7,0.1,"VolumeSurge, MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
MOOD,72.0,blended,Hold,equity_us,44.47,5.0,100.0,3yr,2026-08-31,65,0.2,0.5,58.9,2.19,-0.0,0.4,-0.1,16.1,-9.1,1283964.0,2379,1.2,1.2,2.4,0.9,0.3,"Uptrend, VolumeSurge, MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
BMOP,71.6,blended,Hold,equity_us,24.01,4.1,82.0,"3yr, 5yr, 10yr",2026-08-31,69,-0.3,-2.0,48.5,2.64,-0.0,-0.4,-2.8,5.2,-5.1,2925098.0,1014,0.4,0.3,1.6,0.1,-0.5,"Downtrend, VolumeSurge, MACD+, BeatingAvgBench, ShortHistory",,,,,,,,
GDMA,71.2,blended,Hold,equity_intl,41.51,5.0,100.0,"3yr, 5yr",2026-08-31,64,-1.1,-1.9,53.3,4.35,0.3,-2.6,-2.4,18.2,-13.6,1093522.0,2770,-0.8,,,,,"Downtrend, VolumeSurge, MACD+",,,-0.8,-0.8,,,,
SDSI,70.4,blended,Hold,bond,50.7,4.0,80.0,3yr,2026-08-31,68,-0.2,-0.7,41.6,3.26,-0.1,-0.1,-1.0,3.7,-2.9,2308013.0,3196,-0.1,,,,,"Downtrend, VolumeSurge, MACD+",-0.1,-0.1,,,,,,
IWL,69.6,blended,Hold,equity_us,188.87,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,65,0.0,-0.6,52.0,5.86,-0.1,-0.6,-0.3,14.8,-19.9,9173970.0,5073,0.1,0.1,1.4,-0.1,-0.8,"VolumeSurge, MACD+, BeatingAvgBench",,,,,,,,
VEMY,68.8,blended,Hold,bond,28.24,5.0,100.0,3yr,2026-08-31,61,-0.4,-1.0,58.8,17.33,-0.0,-0.8,-1.6,11.0,-9.8,675961.0,2291,-0.8,,,,,"Downtrend, VolumeSurge, MACD+, LowLiquidity",-0.8,-0.8,,,,,,
FWD,68.0,blended,Hold,equity_intl,127.7,5.0,100.0,3yr,2026-08-31,60,0.7,-1.4,55.9,4.14,-0.3,-0.1,-1.1,27.5,-29.6,21929139.0,4301,1.6,,,,,"VolumeSurge, MACD+, BeatingAvgBench, BeatingAllBench",,,1.7,1.6,,,,
MINO,67.2,blended,Hold,equity_us,43.5,5.0,100.0,3yr,2026-08-31,59,-0.3,-2.1,52.2,1.47,-0.3,-0.4,-2.8,5.7,-8.2,7603618.0,4941,0.4,0.3,1.6,0.1,-0.6,"Downtrend, MACD+, BeatingAvgBench",,,,,,,,
FLTR,67.2,blended,Hold,bond,25.58,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,59,0.1,0.1,57.2,1.32,0.1,0.1,0.1,2.2,-2.7,32539789.0,5078,0.1,,,,,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench",0.1,0.1,,,,,,
SIHY,67.2,blended,Hold,bond,44.98,4.0,80.0,3yr,2026-08-31,64,-0.1,-0.6,59.7,4.79,-0.1,-0.1,-1.2,7.5,-8.2,1217596.0,3767,-0.1,,,,,"Downtrend, VolumeSurge, MACD+",-0.1,-0.1,,,,,,
FCPI,66.4,blended,Hold,equity_us,56.48,4.6,92.0,"3yr, 5yr",2026-08-31,60,-0.1,-0.5,49.6,1.96,-0.2,-0.7,-1.3,15.0,-17.8,1310242.0,4786,0.1,0.0,1.3,-0.2,-0.9,"Downtrend, VolumeSurge, MACD+, BeatingAvgBench",,,,,,,,
MMIT,66.4,blended,Hold,equity_us,23.34,4.0,80.0,"3yr, 5yr",2026-08-31,63,-0.5,-1.9,42.3,2.62,-0.4,-0.5,-2.6,3.7,-6.5,11286669.0,5079,0.3,0.2,1.5,-0.0,-0.7,"Downtrend, VolumeSurge, BeatingAvgBench",,,,,,,,
GUSE,66.4,blended,Hold,commodity,45.45,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,62,-0.1,-0.1,53.8,1.83,0.4,-1.4,1.9,17.5,-8.5,407061.0,901,-1.4,,,,,"VolumeSurge, MACD+, LowLiquidity, ShortHistory",,,,,,,-1.2,-1.6
QGRW,66.4,blended,Hold,equity_us,66.95,4.0,80.0,3yr,2026-08-31,63,0.4,-0.5,56.4,7.57,-0.1,-0.1,0.5,20.5,-24.7,14666374.0,5060,0.7,0.7,1.9,0.4,-0.2,"VolumeSurge, MACD+, BeatingAvgBench",,,,,,,,
GARP,65.6,blended,Hold,equity_us,82.6,5.0,100.0,"3yr, 5yr",2026-08-31,57,0.3,-0.8,60.0,2.02,0.2,-0.7,-0.0,22.5,-24.9,30225383.0,3989,0.1,0.1,1.3,-0.1,-0.8,"VolumeSurge, MACD+, BeatingAvgBench",,,,,,,,
EFIV,65.6,blended,Hold,equity_us,73.67,4.6,92.0,"3yr, 5yr",2026-08-31,59,-0.2,-1.7,52.5,1.95,-0.2,-0.6,-2.2,14.7,-20.1,2149956.0,4981,0.2,0.2,1.4,-0.0,-0.7,"Downtrend, VolumeSurge, MACD+, BeatingAvgBench",,,,,,,,
OBIL,65.6,blended,Hold,equity_us,49.95,4.0,80.0,3yr,2026-08-31,62,0.0,-0.2,47.5,1.53,0.0,0.0,-0.3,1.3,-1.0,1903940.0,4972,0.8,0.8,2.0,0.6,-0.1,"VolumeSurge, MACD+, BeatingAvgBench",,,,,,,,
HFND,65.6,blended,Hold,equity_us,24.01,4.0,80.0,3yr,2026-08-31,62,-1.1,-1.5,41.3,9.84,0.1,-1.7,-1.0,18.5,-16.7,330595.0,3190,-0.9,-1.0,0.3,-1.2,-1.9,"Downtrend, VolumeSurge, MACD+, LowLiquidity",,,,,,,,
NFTY,65.6,blended,Hold,equity_us,52.78,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,62,0.0,-2.5,65.4,5.0,0.0,0.3,-3.7,17.6,-24.5,1722321.0,4776,1.1,1.1,2.3,0.9,0.2,"VolumeSurge, MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
IGM,65.6,blended,Hold,equity_us,162.83,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,62,0.9,1.1,62.4,7.07,0.0,0.3,2.9,23.3,-26.9,43499757.0,5072,1.0,1.0,2.2,0.8,0.1,"Uptrend, VolumeSurge, MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
FTMU,65.6,blended,Hold,equity_us,7.5,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,62,-0.5,-2.3,45.8,1.85,-0.3,-0.5,-3.0,5.2,-6.2,1676032.0,1476,0.3,0.2,1.5,0.0,-0.7,"Downtrend, VolumeSurge, MACD+, BeatingAvgBench, ShortHistory",,,,,,,,
EIPX,65.6,blended,Hold,equity_us,33.15,5.0,100.0,3yr,2026-08-31,57,-0.7,-0.4,52.9,1.7,0.1,-1.3,-0.9,16.1,-17.5,912246.0,4273,-0.5,-0.6,0.7,-0.8,-1.4,"VolumeSurge, MACD+, LowLiquidity",,,,,,,,
FPEI,65.6,blended,Hold,equity_us,18.83,4.6,92.0,"3yr, 5yr",2026-08-31,59,-0.0,-1.0,50.0,1.41,-0.3,-0.1,-1.5,4.2,-6.6,8783552.0,5078,0.7,0.6,1.9,0.4,-0.2,"Downtrend, MACD+, BeatingAvgBench",,,,,,,,
TUSI,64.8,blended,Hold,bond,25.31,4.0,80.0,3yr,2026-08-31,61,0.0,-0.0,60.5,1.41,0.1,0.1,-0.2,2.3,-1.1,7581972.0,3883,0.1,,,,,"MACD+, BeatingAvgBench, BeatingAllBench, Leveraged",0.1,0.1,,,,,,
LSAF,64.8,blended,Hold,equity_us,54.56,5.0,100.0,"3yr, 5yr",2026-08-31,56,-1.2,-1.1,38.4,10.5,-0.6,-0.0,-2.0,18.7,-21.1,622601.0,4096,0.7,0.7,1.9,0.5,-0.2,"VolumeSurge, BeatingAvgBench, LowLiquidity",,,,,,,,
HAPI,64.8,blended,Hold,equity_us,45.94,4.0,80.0,3yr,2026-08-31,61,-0.3,1.8,50.0,2.22,1.0,-0.5,3.4,24.4,-19.8,154011.0,1880,0.3,0.2,1.5,0.0,-0.6,"VolumeSurge, MACD+, BeatingAvgBench, LowLiquidity",,,,,,,,
BCTK,64.8,blended,Hold,equity_us,30.02,4.0,80.0,3yr,2026-08-31,61,0.8,-0.1,72.3,2.63,0.2,1.5,-4.6,31.3,-18.6,2304148.0,1257,2.2,2.2,3.4,2.0,1.3,"Overbought(RSI), VolumeSurge, MACD+, BeatingAvgBench, BeatingAllBench, ShortHistory",,,,,,,,
SPGM,64.8,blended,Hold,equity_intl,86.53,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,61,-0.3,-1.2,49.6,2.04,-0.4,-1.0,-1.2,14.1,-17.3,6901255.0,5074,0.8,,,,,"Downtrend, VolumeSurge, MACD+, BeatingAvgBench, BeatingAllBench",,,0.8,0.8,,,,
SEPQ,64.8,blended,Hold,equity_us,27.48,5.0,100.0,3yr,2026-08-31,56,0.9,,68.9,1.51,0.2,0.2,,11.4,-2.1,613822.0,130,1.0,1.0,2.2,0.7,0.1,"VolumeSurge, MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",,,,,,,,
FTCA,64.8,blended,Hold,equity_us,7.01,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,61,-0.4,-2.4,48.4,1.76,-0.2,-0.6,-3.4,5.4,-6.2,1961466.0,1495,0.1,0.1,1.4,-0.1,-0.8,"Downtrend, VolumeSurge, MACD+, BeatingAvgBench, ShortHistory",,,,,,,,
MGOV,64.0,blended,Hold,bond,19.58,4.0,80.0,3yr,2026-08-31,60,-0.4,,52.9,3.84,-0.4,-0.3,-1.7,6.9,-7.5,365085.0,3898,-0.3,,,,,"VolumeSurge, MACD+, LowLiquidity",-0.3,-0.3,,,,,,
TDTF,64.0,blended,Hold,bond,22.89,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,58,-0.7,-1.6,28.5,2.85,-0.2,-0.6,-2.2,4.3,-6.4,3382366.0,5079,-0.6,,,,,"Downtrend, Oversold(RSI), VolumeSurge",-0.6,-0.6,,,,,,
LVHI,64.0,blended,Hold,equity_intl,42.24,4.8,96.0,"3yr, 5yr, 10yr",2026-08-31,56,-0.3,-1.2,41.1,1.94,-1.4,-0.1,-1.2,11.3,-12.9,42889797.0,5079,1.7,,,,,"Downtrend, VolumeSurge, BeatingAvgBench, BeatingAllBench",,,1.7,1.7,,,,
CVSB,64.0,blended,Hold,bond,50.64,4.0,80.0,3yr,2026-08-31,60,0.0,-0.1,53.7,1.82,-0.0,0.1,-0.3,2.7,-0.9,2389584.0,3755,0.1,,,,,"VolumeSurge, BeatingAvgBench, BeatingAllBench, Leveraged",0.1,0.1,,,,,,
SAMT,64.0,blended,Hold,equity_us,41.94,5.0,100.0,3yr,2026-08-31,55,0.3,-2.1,58.1,1.6,-0.3,0.5,-2.7,17.5,-18.9,5941518.0,4269,1.3,1.3,2.5,1.1,0.4,"VolumeSurge, MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
VRP,63.6,blended,Hold,equity_us,24.08,4.1,82.0,"3yr, 5yr, 10yr",2026-08-31,59,0.1,-0.2,56.1,1.28,-0.1,0.2,-0.3,4.4,-6.5,12675902.0,5078,1.0,1.0,2.2,0.7,0.1,"MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
FLOT,63.6,blended,Hold,bond,51.01,4.3,86.0,"3yr, 5yr, 10yr",2026-08-31,58,0.1,0.1,66.4,1.26,0.1,0.1,0.0,1.9,-2.2,95764214.0,5078,0.1,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",0.2,0.1,,,,,,
BOAT,63.2,blended,Hold,equity_intl,53.18,5.0,100.0,"3yr, 5yr",2026-08-31,54,1.9,8.2,54.1,1.61,-0.9,2.7,9.9,24.7,-42.0,2976214.0,4683,4.5,,,,,"Uptrend, VolumeSurge, BeatingAvgBench, BeatingAllBench",,,4.5,4.5,,,,
LMBS,63.2,blended,Hold,equity_us,49.15,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,54,-0.1,-0.7,45.1,0.79,0.0,-0.0,-1.1,2.7,-2.7,22399573.0,5080,0.8,0.7,2.0,0.5,-0.2,"Downtrend, MACD+, BeatingAvgBench",,,,,,,,
RAFE,63.2,blended,Hold,equity_us,49.47,4.0,80.0,"3yr, 5yr",2026-08-31,59,-0.9,-0.8,38.8,6.69,-0.7,-0.3,-0.7,16.1,-17.1,669545.0,3222,0.5,0.5,1.7,0.2,-0.4,"VolumeSurge, BeatingAvgBench, LowLiquidity",,,,,,,,
FRDM,63.2,blended,Hold,equity_em,69.75,5.0,100.0,"3yr, 5yr",2026-08-31,54,0.0,1.2,55.0,1.22,-0.5,-1.5,2.9,23.4,-20.0,15703548.0,5077,0.1,,,,,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench",,,,,0.1,,,
HMOP,62.4,blended,Hold,equity_us,37.69,4.0,80.0,"3yr, 5yr",2026-08-31,58,-0.3,-1.8,49.4,1.41,-0.2,-0.3,-2.3,5.5,-6.3,4570923.0,5059,0.5,0.4,1.7,0.2,-0.4,"Downtrend, MACD+, BeatingAvgBench",,,,,,,,
PYLD,62.4,blended,Hold,bond,25.75,4.0,80.0,3yr,2026-08-31,58,-0.2,-1.2,44.9,1.58,-0.2,-0.1,-1.6,3.9,-4.9,101576354.0,5074,-0.1,,,,,"Downtrend, VolumeSurge, MACD+",-0.1,-0.1,,,,,,
STXF,62.4,blended,Hold,equity_us,49.19,4.0,80.0,3yr,2026-08-31,58,0.0,-0.8,51.7,1.26,-0.1,-0.5,-0.4,11.6,-3.7,2298276.0,500,0.3,0.2,1.5,0.0,-0.7,"MACD+, BeatingAvgBench, ShortHistory",,,,,,,,
TAFI,62.4,blended,Hold,equity_us,24.81,4.0,80.0,3yr,2026-08-31,58,-0.2,-0.8,47.2,1.24,-0.1,-0.2,-1.1,2.3,-2.9,13184698.0,4971,0.6,0.5,1.8,0.3,-0.4,"Downtrend, MACD+, BeatingAvgBench",,,,,,,,
LQDH,62.4,blended,Hold,bond,92.89,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,53,0.3,0.4,57.6,0.98,0.0,0.5,0.5,4.0,-6.3,2723341.0,5019,0.5,,,,,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench",0.5,0.5,,,,,,
DBAW,61.6,blended,Hold,equity_intl,47.82,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,52,0.1,-1.0,50.9,1.05,-0.8,-0.4,-0.5,14.5,-14.7,1424111.0,4566,1.4,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",,,1.4,1.4,,,,
GCC,61.6,blended,Hold,commodity,27.16,4.4,88.0,"3yr, 5yr",2026-08-31,55,0.6,3.5,57.8,0.87,0.3,0.8,4.0,15.1,-16.0,2450388.0,4893,0.8,,,,,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,1.0,0.6
TBUX,61.6,blended,Hold,bond,49.8,4.0,80.0,3yr,2026-08-31,57,0.0,-0.1,38.3,1.13,-0.0,0.0,-0.2,2.2,-1.1,16729904.0,4744,0.0,,,,,"MACD+, BeatingAvgBench, BeatingAllBench, Leveraged",0.0,0.0,,,,,,
VRIG,61.6,blended,Hold,bond,25.1,5.0,100.0,"3yr, 5yr",2026-08-31,52,0.1,0.1,55.1,0.56,0.0,0.1,-0.1,1.8,-1.7,15549232.0,5078,0.1,,,,,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench",0.1,0.1,,,,,,
QYLG,61.6,blended,Hold,equity_intl,29.88,4.4,88.0,"3yr, 5yr",2026-08-31,55,0.9,0.8,60.9,1.73,0.2,0.6,1.4,20.0,-33.3,1114121.0,4819,2.4,,,,,"VolumeSurge, MACD+, BeatingAvgBench, BeatingAllBench",,,2.4,2.3,,,,
LRND,60.8,blended,Hold,equity_us,46.61,4.0,80.0,3yr,2026-08-31,56,1.5,,54.8,2.41,1.7,-0.9,22.0,50.8,-20.8,17841486.0,488,-0.1,-0.2,1.1,-0.4,-1.0,"VolumeSurge, MACD+, ShortHistory",,,,,,,,
UYLD,60.8,blended,Hold,bond,50.96,5.0,100.0,3yr,2026-08-31,51,-0.0,-0.2,43.2,0.21,0.1,-0.0,-0.3,1.9,-1.0,29320881.0,4911,-0.0,,,,,"Downtrend, MACD+",-0.0,-0.0,,,,,,
FAD,60.8,blended,Hold,equity_us,179.88,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,51,-0.8,-3.7,56.3,1.67,-0.8,-0.3,-5.3,24.0,-24.8,3880668.0,3498,0.5,0.5,1.7,0.3,-0.4,"Downtrend, VolumeSurge, MACD+, BeatingAvgBench",,,,,,,,
URTH,60.8,blended,Hold,equity_intl,206.12,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,54,-0.2,-1.2,47.5,1.37,-0.4,-0.9,-1.0,14.0,-17.4,78246758.0,5078,0.9,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench",,,0.9,0.9,,,,
FUSI,60.8,blended,Hold,bond,50.43,5.0,100.0,3yr,2026-08-31,51,-0.0,-0.2,43.1,0.68,-0.0,-0.0,-0.1,4.2,-2.0,1067905.0,1265,-0.0,,,,,"Downtrend, MACD+, ShortHistory",-0.0,-0.0,,,,,,
RWLC,60.8,blended,Hold,equity_intl,38.67,5.0,100.0,3yr,2026-08-31,51,0.1,1.1,56.4,1.22,0.1,0.2,3.3,27.3,-19.8,398875.0,813,1.9,,,,,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",,,1.9,1.9,,,,
IUS,60.8,blended,Hold,equity_us,68.85,4.6,92.0,"3yr, 5yr",2026-08-31,53,-0.7,-1.2,36.9,1.87,-0.6,-0.9,-1.1,12.7,-16.6,3272117.0,5062,-0.2,-0.2,1.1,-0.4,-1.1,"Downtrend, VolumeSurge",,,,,,,,
VFMO,60.8,blended,Hold,equity_us,226.38,5.0,100.0,"3yr, 5yr",2026-08-31,51,-0.2,-1.8,52.9,1.5,-0.6,-1.0,-1.9,22.5,-25.7,11857654.0,5003,-0.2,-0.3,1.0,-0.5,-1.2,"Downtrend, MACD+",,,,,,,,
BRNY,60.8,blended,Hold,equity_us,57.77,5.0,100.0,3yr,2026-08-31,51,-0.2,-0.9,48.6,1.47,1.2,-1.3,0.9,23.5,-20.9,1906053.0,2768,-0.5,-0.6,0.7,-0.8,-1.5,"Downtrend, MACD+",,,,,,,,
JBBB,60.8,blended,Hold,bond,47.44,4.0,80.0,3yr,2026-08-31,56,0.1,-0.0,56.0,1.34,0.1,0.1,-0.1,4.2,-6.5,20631692.0,5078,0.1,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",0.1,0.1,,,,,,
QQQ,60.8,blended,Hold,equity_us,716.49,4.8,96.0,"3yr, 5yr, 10yr",2026-08-31,52,0.7,0.1,61.8,1.33,0.0,0.1,0.8,19.1,-23.2,20200097223.0,5078,0.9,0.9,2.1,0.7,-0.0,"MACD+, BeatingAvgBench",,,,,,,,
PFFA,60.0,blended,Hold,equity_us,20.61,5.0,100.0,"3yr, 5yr",2026-08-31,50,-0.0,-1.3,54.0,0.74,-0.2,-0.1,-1.2,9.2,-17.0,15197452.0,5078,0.7,0.7,1.9,0.5,-0.2,"Downtrend, MACD+, BeatingAvgBench",,,,,,,,
TRFK,60.0,blended,Hold,equity_us,97.04,5.0,100.0,3yr,2026-08-31,50,1.9,2.3,67.5,1.52,0.1,0.7,4.2,32.4,-29.2,11270603.0,4546,1.5,1.4,2.7,1.2,0.5,"Uptrend, VolumeSurge, MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
USTB,60.0,blended,Hold,bond,50.06,5.0,100.0,"3yr, 5yr",2026-08-31,50,-0.1,-0.6,36.9,0.62,-0.1,-0.1,-0.8,2.2,-2.1,16517277.0,5073,-0.0,,,,,"Downtrend, MACD+",-0.0,-0.0,,,,,,
FTMA,60.0,blended,Hold,equity_us,8.69,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,55,-0.2,-1.9,50.0,1.0,-0.2,-0.4,-2.6,5.4,-5.1,1603774.0,1404,0.4,0.4,1.6,0.1,-0.5,"Downtrend, MACD+, BeatingAvgBench, ShortHistory",,,,,,,,
EWT,60.0,blended,Hold,equity_em,111.0,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,50,1.5,3.2,63.7,0.87,0.4,0.2,6.8,26.6,-30.5,351097912.0,5078,1.8,,,,,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench",,,,,1.8,,,
HYZD,60.0,blended,Hold,bond,22.65,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,50,0.2,0.1,65.9,1.06,0.1,-0.0,0.2,7.6,-7.4,2025921.0,4894,-0.0,,,,,MACD+,-0.0,-0.0,,,,,,
PFRL,60.0,blended,Hold,equity_us,49.89,5.0,100.0,3yr,2026-08-31,50,0.2,0.3,62.8,0.49,0.1,0.2,0.4,6.0,-9.8,762519.0,3847,1.0,0.9,2.2,0.7,0.0,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,,,,,,
SPIB,60.0,blended,Hold,bond,32.63,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,50,-0.1,-1.1,41.4,1.34,-0.1,-0.1,-1.4,3.6,-4.6,193297180.0,5078,-0.0,,,,,Downtrend,-0.0,-0.0,,,,,,
JUST,60.0,blended,Hold,commodity,108.94,4.0,80.0,"3yr, 5yr",2026-08-31,55,-0.4,-0.3,58.1,1.37,-0.1,-0.4,-1.6,17.7,-19.6,712821.0,3593,-0.4,,,,,"MACD+, LowLiquidity",,,,,,,-0.2,-0.6
EMXC,60.0,blended,Hold,equity_em,98.65,4.0,80.0,"3yr, 5yr",2026-08-31,55,-0.2,0.6,54.7,1.31,-0.7,-1.9,2.0,20.0,-21.0,149601794.0,5078,-0.3,,,,,MACD+,,,,,-0.3,,,
DBMF,60.0,blended,Hold,equity_us,32.24,4.0,80.0,"3yr, 5yr",2026-08-31,55,0.9,2.5,62.2,1.11,0.3,0.8,3.4,11.1,-19.8,70527070.0,5078,1.6,1.6,2.8,1.4,0.7,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
BUXX,60.0,blended,Hold,bond,20.2,4.0,80.0,3yr,2026-08-31,55,0.0,-0.1,50.0,0.84,0.0,0.0,-0.2,2.0,-1.3,5956463.0,5064,0.1,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",0.1,0.1,,,,,,
VOO,60.0,blended,Hold,equity_us,699.57,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,55,0.1,-0.8,51.8,1.46,-0.1,-0.5,-0.5,14.4,-19.5,3240178123.0,5078,0.3,0.2,1.5,0.0,-0.7,"MACD+, BeatingAvgBench",,,,,,,,
SPY,60.0,blended,Hold,equity_us,759.12,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,55,-0.2,-1.0,48.1,1.53,-0.4,-0.8,-0.7,14.4,-19.4,25279184745.0,5078,0.0,-0.0,1.2,-0.2,-0.9,"Downtrend, VolumeSurge, MACD+, BeatingAvgBench",,,,,,,,
MEAR,59.6,blended,Neutral,bond,49.94,4.3,86.0,"3yr, 5yr, 10yr",2026-08-31,53,-0.0,-0.4,52.7,0.69,-0.1,-0.1,-0.5,1.6,-1.5,9943552.0,5060,-0.1,,,,,"Downtrend, MACD+",-0.1,-0.1,,,,,,
MGC,59.6,blended,Neutral,equity_us,280.72,4.7,94.0,"3yr, 5yr, 10yr",2026-08-31,51,0.2,-0.2,54.0,1.04,-0.0,-0.3,0.3,14.9,-20.0,19361554.0,5078,0.5,0.4,1.7,0.2,-0.4,"MACD+, BeatingAvgBench",,,,,,,,
CRAK,59.6,blended,Neutral,commodity,65.99,4.3,86.0,"3yr, 5yr, 10yr",2026-08-31,53,0.6,7.2,59.2,1.17,-0.6,0.7,9.5,22.3,-39.9,29541218.0,4115,0.6,,,,,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,0.8,0.4
DYNF,59.2,blended,Neutral,equity_us,69.05,5.0,100.0,"3yr, 5yr",2026-08-31,49,-0.2,-0.7,51.8,0.93,-0.1,-1.1,-0.0,15.7,-19.7,132616582.0,4908,-0.3,-0.4,0.9,-0.6,-1.3,"Downtrend, MACD+",,,,,,,,
JPRF,59.2,blended,Neutral,equity_us,49.1,4.0,80.0,3yr,2026-08-31,54,0.0,-0.9,53.8,0.7,-0.1,0.0,-1.3,3.1,-2.6,8212304.0,336,0.8,0.8,2.0,0.5,-0.1,"MACD+, BeatingAvgBench, ShortHistory",,,,,,,,
JPIB,59.2,blended,Neutral,bond,47.11,4.6,92.0,"3yr, 5yr",2026-08-31,51,-0.1,-1.1,50.1,0.86,-0.1,0.0,-1.5,4.2,-5.0,9538514.0,5076,0.0,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench",0.0,0.0,,,,,,
PULS,59.2,blended,Neutral,bond,49.62,4.0,80.0,"3yr, 5yr",2026-08-31,54,0.1,0.0,59.2,0.66,0.0,0.1,-0.1,1.5,-0.9,138627610.0,5078,0.1,,,,,"MACD+, BeatingAvgBench, BeatingAllBench, Leveraged",0.1,0.1,,,,,,
AESR,59.2,blended,Neutral,equity_us,19.71,4.4,88.0,"3yr, 5yr",2026-08-31,52,0.0,-1.5,57.3,1.64,0.2,-1.1,-2.2,22.8,-24.1,751579.0,4330,-0.3,-0.3,0.9,-0.6,-1.2,"VolumeSurge, MACD+, LowLiquidity",,,,,,,,
FPWR,59.2,blended,Neutral,equity_us,35.92,5.0,100.0,"3yr, 5yr",2026-08-31,49,-1.4,-2.7,50.2,0.91,-0.1,-2.1,-2.5,17.7,-6.8,370053.0,855,-1.3,-1.4,-0.1,-1.6,-2.2,"Downtrend, MACD+, LowLiquidity, ShortHistory",,,,,,,,
DUBS,59.2,blended,Neutral,equity_us,42.85,4.0,80.0,3yr,2026-08-31,54,0.1,-0.5,54.5,1.33,-0.0,-0.4,-1.2,15.6,-18.8,691416.0,4416,0.3,0.3,1.6,0.1,-0.6,"MACD+, BeatingAvgBench, LowLiquidity",,,,,,,,
UTEN,59.2,blended,Neutral,equity_us,41.47,4.0,80.0,3yr,2026-08-31,54,-0.3,-1.7,42.9,1.63,-0.3,-0.2,-2.3,6.6,-10.0,4450250.0,4991,0.6,0.6,1.8,0.4,-0.3,"Downtrend, VolumeSurge, BeatingAvgBench",,,,,,,,
