Ticker,final_score,score_basis,rating,category,price,weighted_rating,fund_rating_score,rating_cycles,rating_date,technical_score,vs50MA%,vs200MA%,RSI,VolSurge,1D%,1W%,1M%,AnnVol%,MaxDD%,AvgDollarVol,BarsFetched,RelStrength_AvgBench,RelStrength_vs_SPY,RelStrength_vs_DJI,RelStrength_vs_SPX,RelStrength_vs_IXIC,Flags,RelStrength_vs_AGG,RelStrength_vs_BND,RelStrength_vs_EFA,RelStrength_vs_VXUS,RelStrength_vs_EEM,RelStrength_vs_VNQ,RelStrength_vs_DBC,RelStrength_vs_GLD
EQRR,51.2,blended,Neutral,equity_us,86.4,5.0,100.0,"3yr, 5yr",2026-08-31,39,-0.7,1.4,40.1,0.74,-0.5,0.4,3.1,29.1,-19.3,779263.0,1639,1.2,1.1,2.4,0.9,0.3,"BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",,,,,,,,
USSG,51.2,blended,Neutral,equity_us,70.65,4.0,80.0,"3yr, 5yr",2026-08-31,44,-0.5,-1.5,53.6,0.47,-0.5,0.0,-2.9,15.7,-20.5,953377.0,4747,0.8,0.8,2.0,0.6,-0.1,"Downtrend, MACD+, BeatingAvgBench, LowLiquidity",,,,,,,,
RECS,51.2,blended,Neutral,equity_us,44.98,4.0,80.0,"3yr, 5yr",2026-08-31,44,-0.2,-0.6,44.2,1.0,-0.4,-0.6,-0.3,14.4,-19.3,17671814.0,5080,0.2,0.2,1.4,-0.0,-0.7,"Downtrend, BeatingAvgBench",,,,,,,,
JMBS,51.2,blended,Neutral,bond,43.42,4.0,80.0,"3yr, 5yr",2026-08-31,44,-0.3,-1.7,44.9,1.01,-0.3,-0.1,-2.4,5.9,-7.9,30229592.0,5078,-0.1,,,,,Downtrend,-0.1,-0.1,,,,,,
MFUS,51.2,blended,Neutral,equity_us,65.33,4.0,80.0,"3yr, 5yr",2026-08-31,44,-0.8,-1.6,49.4,0.35,0.5,-0.7,-3.4,15.9,-16.1,956379.0,3451,0.1,0.1,1.3,-0.2,-0.8,"Downtrend, MACD+, BeatingAvgBench, LowLiquidity",,,,,,,,
BLOK,51.2,blended,Neutral,equity_us,64.06,5.0,100.0,3yr,2026-08-31,39,1.9,2.9,73.2,0.49,2.8,0.1,4.2,39.6,-40.2,10579127.0,5078,0.9,0.9,2.1,0.7,0.0,"Uptrend, Overbought(RSI), MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
WLDR,51.2,blended,Neutral,equity_intl,48.03,5.0,100.0,"3yr, 5yr",2026-08-31,39,0.0,0.8,50.8,0.07,-0.1,-1.4,0.6,30.4,-29.7,2619103.0,2597,0.4,,,,,"Uptrend, MACD+, BeatingAvgBench, BeatingAllBench",,,0.4,0.4,,,,
PRF,51.2,blended,Neutral,equity_us,55.35,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,42,-0.6,-1.2,40.7,0.83,-0.6,-1.2,-1.2,13.0,-17.3,13986935.0,5078,-0.4,-0.4,0.8,-0.6,-1.3,Downtrend,,,,,,,,
FVAL,51.2,blended,Neutral,equity_us,81.61,4.0,80.0,"3yr, 5yr",2026-08-31,44,-0.4,-1.2,44.9,1.0,-0.6,-0.9,-1.3,14.0,-18.7,3590802.0,5075,-0.2,-0.2,1.0,-0.4,-1.1,Downtrend,,,,,,,,
HAP,51.2,blended,Neutral,equity_us,75.96,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,42,-1.5,-0.1,43.1,0.29,-1.1,-2.1,0.3,17.9,-19.6,1953434.0,3987,-1.3,-1.4,-0.1,-1.6,-2.3,MACD+,,,,,,,,
ESN,51.2,blended,Neutral,equity_us,20.49,4.0,80.0,"3yr, 5yr",2026-08-31,44,-0.6,-0.6,41.3,0.87,-0.9,-0.8,-0.5,14.7,-13.7,1085887.0,2814,-0.0,-0.1,1.2,-0.3,-1.0,-,,,,,,,,
IDHQ,51.2,blended,Neutral,equity_intl,43.67,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,39,-0.6,-3.3,43.0,0.66,-0.9,-0.7,-4.4,17.3,-16.4,6603710.0,5062,1.0,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench",,,1.0,1.0,,,,
FFSM,51.2,blended,Neutral,equity_us,34.5,4.0,80.0,"3yr, 5yr",2026-08-31,44,-1.9,-5.9,34.4,1.9,-1.1,-3.0,-6.8,19.8,-25.7,12168132.0,4356,-2.2,-2.3,-1.0,-2.5,-3.1,"Downtrend, VolumeSurge",,,,,,,,
MEDI,51.2,blended,Neutral,equity_us,33.08,4.0,80.0,3yr,2026-08-31,44,-1.5,-2.0,55.2,1.07,-0.6,-1.6,-0.5,30.0,-22.7,193494.0,2332,-0.8,-0.9,0.4,-1.1,-1.8,"Downtrend, MACD+, LowLiquidity",,,,,,,,
INCO,51.2,blended,Neutral,equity_us,59.6,4.6,92.0,"3yr, 5yr, 10yr",2026-08-31,41,-0.2,-3.1,52.6,0.41,-0.7,-0.6,-4.8,15.9,-32.1,860253.0,5013,0.2,0.1,1.4,-0.1,-0.7,"Downtrend, MACD+, BeatingAvgBench, LowLiquidity",,,,,,,,
REVS,51.2,blended,Neutral,equity_us,33.42,4.0,80.0,"3yr, 5yr",2026-08-31,44,-0.9,-1.4,34.1,1.33,-0.7,-1.3,-1.7,19.5,-19.0,869030.0,3699,-0.5,-0.6,0.7,-0.8,-1.4,"Downtrend, LowLiquidity",,,,,,,,
RDVY,50.8,blended,Neutral,equity_us,79.06,4.1,82.0,"3yr, 5yr, 10yr",2026-08-31,43,-1.0,-3.3,37.8,0.77,-0.2,-1.9,-3.4,16.5,-20.5,80973094.0,5078,-1.2,-1.2,0.1,-1.4,-2.1,"Downtrend, MACD+",,,,,,,,
BEDY,50.8,blended,Neutral,equity_us,29.17,4.1,82.0,"3yr, 5yr, 10yr",2026-08-31,43,-1.0,-2.5,37.6,0.86,-0.5,-1.4,-2.9,14.3,-7.4,3264030.0,1299,-0.6,-0.6,0.6,-0.9,-1.5,"Downtrend, ShortHistory",,,,,,,,
FDVV,50.4,blended,Neutral,equity_us,62.05,4.6,92.0,"3yr, 5yr",2026-08-31,40,-1.0,-1.9,36.8,0.79,-1.2,-1.8,-2.1,12.4,-17.4,42650609.0,5078,-1.0,-1.1,0.2,-1.3,-2.0,Downtrend,,,,,,,,
CGXU,50.4,blended,Neutral,equity_intl,34.58,4.0,80.0,3yr,2026-08-31,43,-0.7,-1.1,49.4,0.63,-1.2,-2.0,-0.3,18.8,-22.2,32257368.0,5078,-0.3,,,,,"Downtrend, MACD+",,,-0.3,-0.3,,,,
UTES,50.4,blended,Neutral,equity_us,71.82,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,38,-2.3,-4.5,43.4,0.59,-1.3,-4.3,-4.9,22.3,-19.2,12603573.0,4766,-3.5,-3.5,-2.3,-3.7,-4.4,"Downtrend, MACD+",,,,,,,,
DXJ,50.4,blended,Neutral,equity_intl,178.35,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,38,0.8,-0.1,43.3,0.39,-0.8,0.6,1.6,21.0,-24.8,41936904.0,5078,2.3,,,,,"BeatingAvgBench, BeatingAllBench",,,2.3,2.3,,,,
DIVI,50.4,blended,Neutral,equity_intl,43.13,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,42,-1.5,-2.6,35.2,0.94,-1.7,-2.2,-2.6,14.9,-14.5,6242336.0,5079,-0.4,,,,,Downtrend,,,-0.4,-0.5,,,,
SGLC,50.4,blended,Neutral,equity_us,45.18,4.0,80.0,3yr,2026-08-31,43,-0.2,0.4,58.4,0.54,-0.1,0.1,-1.2,21.0,-26.6,615216.0,3384,0.8,0.8,2.1,0.6,-0.1,"MACD+, BeatingAvgBench, LowLiquidity",,,,,,,,
TGLR,50.4,blended,Neutral,equity_us,39.18,4.0,80.0,3yr,2026-08-31,43,-1.3,-2.9,45.2,0.83,-0.0,-2.0,-5.4,22.1,-20.4,217540.0,2716,-1.2,-1.2,0.0,-1.4,-2.1,"Downtrend, MACD+, LowLiquidity",,,,,,,,
DVY,50.4,blended,Neutral,equity_us,158.24,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,43,-1.7,-3.1,34.1,1.31,-1.0,-2.5,-4.3,13.9,-18.7,45217928.0,5077,-1.8,-1.8,-0.6,-2.0,-2.7,Downtrend,,,,,,,,
VFMF,50.4,blended,Neutral,equity_us,182.94,5.0,100.0,"3yr, 5yr",2026-08-31,38,-0.8,-1.6,39.2,0.7,-0.9,-1.2,-1.5,17.6,-22.0,8601662.0,4471,-0.4,-0.4,0.8,-0.7,-1.3,Downtrend,,,,,,,,
BITS,50.4,blended,Neutral,equity_intl,67.21,5.0,100.0,3yr,2026-08-31,38,5.0,,53.4,0.33,6.6,2.6,3.8,79.4,-58.8,379131.0,2935,4.4,,,,,"MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,4.4,4.4,,,,
DFMC,50.4,blended,Neutral,equity_us,58.02,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,43,-1.3,-4.0,39.4,1.04,-1.1,-1.9,-5.5,15.9,-7.3,1487558.0,814,-1.2,-1.2,0.1,-1.4,-2.1,"Downtrend, ShortHistory",,,,,,,,
PTRB,50.4,blended,Neutral,bond,40.24,4.0,80.0,3yr,2026-08-31,43,-0.2,-1.2,43.1,0.83,-0.3,-0.1,-1.7,5.2,-6.9,5727432.0,5024,-0.1,,,,,Downtrend,-0.1,-0.1,,,,,,
VLU,50.4,blended,Neutral,equity_us,243.85,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,41,-1.0,-1.3,33.9,0.8,-0.6,-0.4,-1.8,14.5,-18.2,2150451.0,4249,0.3,0.3,1.6,0.1,-0.6,"Downtrend, BeatingAvgBench",,,,,,,,
AHLT,50.4,blended,Neutral,equity_us,30.4,4.0,80.0,3yr,2026-08-31,43,1.2,3.8,49.5,0.7,0.5,1.9,4.6,23.6,-22.1,1068539.0,2740,2.7,2.7,3.9,2.4,1.8,"Uptrend, BeatingAvgBench, BeatingAllBench",,,,,,,,
ARP,50.4,blended,Neutral,equity_us,34.22,4.0,80.0,3yr,2026-08-31,43,-0.3,1.9,49.6,0.2,0.4,-0.7,6.5,19.0,-10.3,357643.0,1858,0.1,0.1,1.3,-0.1,-0.8,"BeatingAvgBench, LowLiquidity",,,,,,,,
SCHP,50.4,blended,Neutral,bond,25.48,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,43,-0.5,-1.5,34.6,0.86,-0.2,-0.4,-2.2,4.5,-6.2,149151072.0,5078,-0.4,,,,,Downtrend,-0.4,-0.4,,,,,,
VYMI,50.4,blended,Neutral,equity_intl,102.92,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,43,-1.9,-2.1,30.7,1.07,-2.1,-2.5,-1.2,13.5,-13.6,83628188.0,5078,-0.8,,,,,Downtrend,,,-0.8,-0.8,,,,
XNTK,50.4,blended,Neutral,equity_us,362.36,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,43,0.9,0.8,62.1,0.69,-0.3,0.0,1.6,26.6,-28.1,23241362.0,4839,0.8,0.8,2.0,0.5,-0.1,"MACD+, BeatingAvgBench",,,,,,,,
RSPT,50.4,blended,Neutral,equity_us,64.39,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,43,0.4,-0.0,52.8,0.58,-0.4,-0.6,1.0,22.7,-26.9,29730831.0,5078,0.2,0.2,1.4,-0.1,-0.7,"MACD+, BeatingAvgBench",,,,,,,,
XSVN,50.4,blended,Neutral,bond,45.43,5.0,100.0,3yr,2026-08-31,38,-0.3,-1.7,42.4,0.25,-0.3,-0.2,-2.3,6.2,-8.5,5731849.0,4593,-0.2,,,,,Downtrend,-0.2,-0.2,,,,,,
VFLO,50.4,blended,Neutral,equity_us,53.15,5.0,100.0,3yr,2026-08-31,38,-1.3,-2.3,36.2,0.67,-0.7,-1.3,-3.7,16.3,-19.5,119834912.0,4991,-0.5,-0.6,0.7,-0.8,-1.4,Downtrend,,,,,,,,
JUCY,50.4,blended,Neutral,bond,21.81,5.0,100.0,3yr,2026-08-31,38,-0.2,-0.7,36.1,0.12,-0.2,-0.0,-1.2,5.3,-10.4,3650114.0,4860,-0.0,,,,,Downtrend,0.0,-0.0,,,,,,
AUSF,50.4,blended,Neutral,equity_intl,50.42,4.6,92.0,"3yr, 5yr",2026-08-31,40,-1.3,-2.7,19.0,0.88,-0.7,-1.5,-3.3,14.3,-14.0,3078933.0,4843,0.3,,,,,"Downtrend, Oversold(RSI), BeatingAvgBench, BeatingAllBench",,,0.3,0.3,,,,
FCUS,50.4,blended,Neutral,equity_us,40.17,4.0,80.0,3yr,2026-08-31,43,4.5,6.7,82.0,0.25,0.2,3.8,2.3,47.9,-43.0,659462.0,2777,4.6,4.6,5.8,4.3,3.7,"Uptrend, Overbought(RSI), MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,,,,,,
QQMG,50.4,blended,Neutral,equity_us,49.97,4.0,80.0,3yr,2026-08-31,43,0.6,0.1,63.4,0.56,0.1,0.3,-1.7,21.9,-23.1,750979.0,4238,1.1,1.1,2.3,0.9,0.2,"MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,,,,,,
FNDF,50.4,blended,Neutral,equity_intl,54.56,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,41,-1.5,-1.8,34.0,0.88,-1.7,-2.3,-1.4,15.1,-14.8,100233375.0,5078,-0.5,,,,,Downtrend,,,-0.5,-0.5,,,,
PSC,50.4,blended,Neutral,equity_us,67.24,4.0,80.0,"3yr, 5yr",2026-08-31,43,-0.9,-2.8,39.1,1.41,-1.0,-1.1,-2.8,20.3,-25.2,5545038.0,4877,-0.4,-0.4,0.9,-0.6,-1.3,Downtrend,,,,,,,,
CGCP,50.4,blended,Neutral,bond,21.64,4.0,80.0,3yr,2026-08-31,43,-0.2,-1.3,41.6,0.81,-0.3,-0.1,-1.8,4.7,-7.4,38026005.0,5078,-0.1,,,,,Downtrend,-0.1,-0.1,,,,,,
AVGE,50.4,blended,Neutral,equity_intl,99.14,4.0,80.0,3yr,2026-08-31,43,-0.8,-2.0,42.9,0.39,-0.6,-1.4,-2.0,14.4,-18.4,8566792.0,5020,0.3,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench",,,0.3,0.3,,,,
EFAS,50.4,blended,Neutral,equity_intl,22.72,4.4,88.0,"3yr, 5yr",2026-08-31,41,-1.0,-1.5,45.1,0.65,-1.3,-0.2,-1.5,17.8,-12.6,649314.0,3299,1.6,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,1.6,1.6,,,,
SCHI,50.4,blended,Neutral,bond,21.82,4.4,88.0,"3yr, 5yr",2026-08-31,41,-0.1,-1.3,43.8,0.53,-0.2,0.1,-1.8,5.3,-6.6,48065224.0,5078,0.1,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench",0.1,0.1,,,,,,
OBOR,50.4,blended,Neutral,equity_intl,28.01,4.6,92.0,"3yr, 5yr",2026-08-31,40,2.3,1.8,42.2,0.3,-1.3,1.5,3.9,26.4,-21.5,213683.0,1593,3.2,,,,,"BeatingAvgBench, BeatingAllBench, LowLiquidity, ShortHistory",,,3.2,3.2,,,,
NANR,50.0,blended,Neutral,equity_us,88.51,4.3,86.0,"3yr, 5yr, 10yr",2026-08-31,41,-1.3,-0.3,39.7,0.52,-0.6,-1.7,-0.4,19.8,-20.5,2657412.0,4871,-0.9,-1.0,0.3,-1.2,-1.8,MACD+,,,,,,,,
SHYG,50.0,blended,Neutral,bond,41.75,4.1,82.0,"3yr, 5yr, 10yr",2026-08-31,42,-0.1,-0.8,41.8,0.63,-0.2,-0.1,-1.0,4.4,-6.4,52788230.0,5078,-0.1,,,,,Downtrend,-0.1,-0.1,,,,,,
IVLU,50.0,blended,Neutral,equity_intl,43.64,4.3,86.0,"3yr, 5yr, 10yr",2026-08-31,41,-1.4,-1.5,34.8,0.87,-1.5,-2.1,-0.7,15.8,-15.6,32072361.0,5078,-0.4,,,,,Downtrend,,,-0.4,-0.4,,,,
ARKQ,50.0,blended,Neutral,equity_us,121.29,4.3,86.0,"3yr, 5yr, 10yr",2026-08-31,41,0.3,-2.1,56.3,0.78,-1.1,-0.1,-1.2,30.7,-32.2,11475931.0,5078,0.7,0.6,1.9,0.4,-0.2,"MACD+, BeatingAvgBench",,,,,,,,
LST,49.6,blended,Sell,equity_us,47.41,5.0,100.0,"3yr, 5yr, 10yr",2026-08-31,37,-0.5,-1.1,42.2,0.16,-0.8,-1.0,-0.9,19.4,-19.2,3404100.0,2036,-0.3,-0.3,0.9,-0.5,-1.2,Downtrend,,,,,,,,
IHDG,49.6,blended,Sell,equity_intl,51.99,4.6,92.0,"3yr, 5yr, 10yr",2026-08-31,39,-0.2,-2.0,44.0,0.39,-0.8,-0.6,-1.9,13.9,-19.1,5776108.0,5079,1.1,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench",,,1.2,1.1,,,,
PPA,49.6,blended,Sell,equity_us,158.88,4.8,96.0,"3yr, 5yr, 10yr",2026-08-31,38,-1.1,-7.0,31.3,1.08,-0.6,-1.9,-8.9,18.5,-17.5,32177066.0,5078,-1.1,-1.2,0.1,-1.4,-2.0,Downtrend,,,,,,,,
VDC,49.6,blended,Sell,equity_us,224.02,4.6,92.0,"3yr, 5yr, 10yr",2026-08-31,39,-0.7,-2.5,24.1,0.54,-0.5,-0.5,-3.1,12.4,-9.8,32552578.0,5078,0.3,0.2,1.5,0.0,-0.7,"Downtrend, Oversold(RSI), BeatingAvgBench",,,,,,,,
TRFM,49.6,blended,Sell,equity_intl,57.73,5.0,100.0,3yr,2026-08-31,37,-0.2,-3.1,50.3,0.29,-0.5,-1.1,-3.5,28.3,-28.8,1666376.0,3678,0.6,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench",,,0.6,0.6,,,,
IYK,49.6,blended,Sell,equity_us,72.39,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,41,-1.6,-2.9,18.8,2.09,-0.9,-1.8,-4.0,121.1,-67.0,11715766.0,5081,-1.0,-1.0,0.2,-1.3,-1.9,"Downtrend, Oversold(RSI), VolumeSurge",,,,,,,,
PIZ,49.6,blended,Sell,equity_intl,52.74,4.2,84.0,"3yr, 5yr, 10yr",2026-08-31,41,-1.0,-1.8,36.8,0.15,-0.7,-2.3,-0.9,21.1,-17.1,3753161.0,4475,-0.6,,,,,"Downtrend, MACD+",,,-0.5,-0.6,,,,
GOP,49.6,blended,Sell,equity_us,44.36,4.0,80.0,3yr,2026-08-31,42,-0.2,-0.7,55.0,0.66,-0.2,0.5,-3.2,33.3,-20.9,416406.0,2294,1.3,1.2,2.5,1.0,0.4,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,,,,,,
NBCM,49.6,blended,Sell,commodity,31.62,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,42,-0.4,3.1,34.7,0.46,-0.5,-0.1,4.1,17.2,-15.1,1863465.0,4301,-0.2,,,,,-,,,,,,,0.0,-0.4
DISV,49.6,blended,Sell,equity_intl,43.9,4.0,80.0,3yr,2026-08-31,42,-0.7,-0.9,38.3,0.81,-1.0,-1.1,-0.3,15.6,-14.8,13605239.0,5078,0.6,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench",,,0.6,0.6,,,,
DFIC,49.6,blended,Sell,equity_intl,38.31,4.0,80.0,3yr,2026-08-31,42,-1.0,-2.0,37.5,0.86,-1.1,-1.5,-2.0,14.2,-14.0,69293161.0,5080,0.2,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench",,,0.2,0.2,,,,
NVDY,49.6,blended,Sell,equity_us,12.41,5.0,100.0,3yr,2026-08-31,37,0.8,-1.8,61.9,0.47,0.3,0.3,-1.1,39.6,-63.4,22970929.0,5078,1.1,1.0,2.3,0.8,0.2,"MACD+, BeatingAvgBench, BeatingAllBench",,,,,,,,
DARP,49.6,blended,Sell,equity_us,57.27,5.0,100.0,3yr,2026-08-31,37,0.3,0.8,65.1,0.15,3.2,-1.1,7.7,44.1,-30.6,775172.0,1820,-0.3,-0.4,0.9,-0.6,-1.2,"Uptrend, MACD+, LowLiquidity",,,,,,,,
XLY,49.6,blended,Sell,equity_us,111.02,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,42,-0.8,-4.1,47.7,0.83,-0.6,-1.7,-4.9,20.3,-26.3,566632363.0,5078,-0.9,-1.0,0.3,-1.2,-1.9,"Downtrend, MACD+",,,,,,,,
VTV,49.6,blended,Sell,equity_us,220.74,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,42,-0.9,-2.0,36.7,0.86,-0.5,-1.5,-2.4,12.2,-16.1,508251568.0,5078,-0.7,-0.7,0.5,-0.9,-1.6,Downtrend,,,,,,,,
IXG,49.6,blended,Sell,equity_intl,131.13,4.6,92.0,"3yr, 5yr, 10yr",2026-08-31,39,-1.4,-2.2,35.7,0.69,-0.9,-2.1,-1.6,16.8,-14.9,7938302.0,4530,-0.4,,,,,Downtrend,,,-0.4,-0.4,,,,
QQQJ,49.6,blended,Sell,equity_us,44.19,4.4,88.0,"3yr, 5yr",2026-08-31,40,-0.1,-2.7,48.7,0.85,-1.0,-0.3,-3.1,18.5,-23.1,6513505.0,5078,0.5,0.5,1.7,0.2,-0.4,"Downtrend, BeatingAvgBench",,,,,,,,
GVIP,49.6,blended,Sell,commodity,168.85,4.0,80.0,"3yr, 5yr",2026-08-31,42,-0.9,-2.3,62.1,0.36,-0.1,-1.3,-5.1,23.6,-23.8,1879994.0,3845,-1.3,,,,,"Downtrend, MACD+",,,,,,,-1.1,-1.5
QVML,49.6,blended,Sell,equity_us,45.14,4.0,80.0,"3yr, 5yr",2026-08-31,42,0.0,-0.8,54.2,0.14,-0.1,-0.7,-1.7,24.5,-20.8,4924312.0,1863,0.1,0.0,1.3,-0.2,-0.9,"MACD+, BeatingAvgBench",,,,,,,,
STIP,49.6,blended,Sell,bond,99.99,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,42,-0.4,-0.7,26.7,0.57,-0.1,-0.3,-1.0,2.3,-4.0,91712803.0,5078,-0.3,,,,,"Downtrend, Oversold(RSI)",-0.3,-0.3,,,,,,
EQWL,49.6,blended,Sell,equity_us,130.71,4.4,88.0,"3yr, 5yr, 10yr",2026-08-31,40,-1.0,-2.4,34.9,0.74,-0.6,-1.4,-2.9,12.9,-15.8,12247266.0,5079,-0.6,-0.7,0.6,-0.9,-1.6,Downtrend,,,,,,,,
SCHF,49.6,blended,Sell,equity_intl,27.64,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,42,-1.1,-2.1,40.2,0.91,-1.2,-2.0,-2.0,15.4,-15.0,191276417.0,5078,-0.2,,,,,Downtrend,,,-0.2,-0.3,,,,
AVDE,49.6,blended,Sell,equity_intl,91.43,4.0,80.0,"3yr, 5yr",2026-08-31,42,-1.0,-2.2,38.2,0.84,-1.1,-1.6,-2.1,14.7,-13.9,85655029.0,5078,0.2,,,,,"Downtrend, BeatingAvgBench, BeatingAllBench",,,0.2,0.2,,,,
QPX,49.6,blended,Sell,equity_us,48.04,4.4,88.0,"3yr, 5yr",2026-08-31,40,-1.1,-0.5,43.2,0.15,0.1,-1.7,-1.3,25.2,-17.9,306560.0,1854,-1.0,-1.0,0.2,-1.2,-1.9,"MACD+, LowLiquidity",,,,,,,,
PBL,49.6,blended,Sell,equity_us,33.29,4.0,80.0,3yr,2026-08-31,42,-1.0,0.3,48.3,0.48,0.8,-1.3,-0.5,23.8,-17.3,282596.0,1270,-0.5,-0.6,0.7,-0.8,-1.5,"MACD+, LowLiquidity, ShortHistory",,,,,,,,
SOXQ,49.6,blended,Sell,equity_us,92.48,5.0,100.0,"3yr, 5yr",2026-08-31,37,1.9,-0.1,72.1,0.36,1.2,-0.6,0.1,36.7,-39.6,128161055.0,5078,0.1,0.1,1.4,-0.1,-0.8,"Overbought(RSI), MACD+, BeatingAvgBench",,,,,,,,
MMSC,49.6,blended,Sell,equity_us,27.04,4.0,80.0,3yr,2026-08-31,42,-1.1,-3.9,51.0,1.22,0.6,-2.3,-2.4,30.4,-30.8,178328.0,2869,-1.5,-1.5,-0.3,-1.7,-2.4,"Downtrend, MACD+, LowLiquidity",,,,,,,,
LALT,49.6,blended,Sell,equity_us,24.88,4.0,80.0,3yr,2026-08-31,42,0.5,1.6,59.1,0.3,0.1,0.7,2.1,23.1,-11.1,3428829.0,2522,1.5,1.5,2.7,1.3,0.6,"Uptrend, BeatingAvgBench, BeatingAllBench",,,,,,,,
UMMA,49.6,blended,Sell,equity_intl,36.42,4.0,80.0,3yr,2026-08-31,42,-0.4,-2.2,49.9,0.48,-0.6,-1.3,-3.1,21.9,-19.3,1751556.0,4664,0.4,,,,,"Downtrend, MACD+, BeatingAvgBench, BeatingAllBench",,,0.5,0.4,,,,
AVGV,49.6,blended,Sell,equity_intl,85.87,5.0,100.0,3yr,2026-08-31,37,-1.2,-2.3,37.5,0.47,-0.9,-1.8,-2.1,16.0,-18.8,4157237.0,4221,-0.1,,,,,Downtrend,,,-0.1,-0.1,,,,
AVLV,49.6,blended,Sell,equity_us,91.89,5.0,100.0,3yr,2026-08-31,37,-1.1,-2.3,38.5,0.62,-0.6,-1.8,-2.5,14.8,-20.4,208447856.0,5079,-1.0,-1.0,0.2,-1.3,-1.9,Downtrend,,,,,,,,
FLN,49.6,blended,Sell,equity_us,26.16,4.0,80.0,"3yr, 5yr, 10yr",2026-03-31,42,-1.1,1.4,48.2,1.39,-0.6,-2.3,2.7,30.5,-28.4,449434.0,3114,-1.5,-1.6,-0.3,-1.8,-2.5,LowLiquidity,,,,,,,,
TMFX,49.6,blended,Sell,equity_us,23.71,4.0,80.0,3yr,2026-08-31,42,-0.3,-1.0,41.1,1.13,-0.6,0.7,-1.9,23.3,-24.8,237957.0,3627,1.5,1.5,2.7,1.3,0.6,"Downtrend, BeatingAvgBench, BeatingAllBench, LowLiquidity",,,,,,,,
EWW,49.2,blended,Sell,equity_us,73.42,4.1,82.0,"3yr, 5yr, 10yr",2025-09-30,41,-1.8,-3.4,40.0,1.1,-1.2,-2.5,-2.7,22.5,-34.0,74649383.0,5078,-1.7,-1.7,-0.5,-1.9,-2.6,"Downtrend, MACD+",,,,,,,,
IAI,49.2,blended,Sell,equity_us,184.16,4.7,94.0,"3yr, 5yr, 10yr",2026-08-31,38,-1.6,-3.7,49.5,0.38,0.9,-3.3,-3.0,20.6,-24.4,15559028.0,5046,-2.6,-2.6,-1.3,-2.8,-3.5,"Downtrend, MACD+",,,,,,,,
NUGO,48.8,blended,Sell,equity_us,43.12,4.0,80.0,3yr,2026-08-31,41,0.4,0.3,52.5,0.11,1.1,-0.6,2.6,26.1,-26.0,909457.0,3088,0.2,0.1,1.4,-0.1,-0.8,"MACD+, BeatingAvgBench, LowLiquidity",,,,,,,,
TLTW,48.8,blended,Sell,bond,21.02,4.0,80.0,3yr,2026-08-31,41,0.4,-0.7,60.0,0.58,-0.2,0.7,-1.1,9.8,-27.0,25696533.0,5078,0.8,,,,,"MACD+, BeatingAvgBench, BeatingAllBench",0.8,0.8,,,,,,
SIFI,48.8,blended,Sell,bond,42.76,4.0,80.0,3yr,2026-08-31,41,,,,99.72,,-2.1,-1.5,16.7,-5.1,412420.0,260,-2.1,,,,,"VolumeSurge, LowLiquidity, ShortHistory, RSI_NaN",-2.1,-2.1,,,,,,
VEU,48.8,blended,Sell,equity_intl,83.57,4.0,80.0,"3yr, 5yr, 10yr",2026-08-31,41,-1.0,-1.9,41.5,0.74,-1.1,-1.9,-1.6,14.9,-15.1,161658092.0,5078,-0.1,,,,,Downtrend,,,-0.1,-0.1,,,,
